Scenario,Watershed,SubArea,Year,Precipitation,Temperature,Soil moisture,ET,Groundwater recharge,Runoff,TSS Yield,DN Yield,PN Yield,TN Yield,DP Yield,PP Yield,TP Yield,Soil carbon,Biodiversity
Existing,Sample watershed,14,2003,652.3,4.29,241.5,499.1,19.25,133.95,7.67,56.63,38.57,95.2,5.33,10.74,16.07,522.35,0.53
Existing,Sample watershed,15,2003,652.3,4.29,241.5,506.64,19.44,126.22,1.45,10.36,7.36,17.73,1.07,2.17,3.24,106.6,0.57
Existing,Sample watershed,16,2003,652.3,4.29,251.36,509.78,17.59,124.93,0.24,1.73,1.24,2.97,0.17,0.35,0.53,15.91,0.58
Existing,Sample watershed,17,2003,652.3,4.29,59.14,127.25,4.72,520.32,0.34,2.46,1.69,4.14,0.23,0.45,0.68,5.42,0.58
Existing,Sample watershed,18,2003,652.3,4.29,59.14,127.39,4.58,520.32,0.06,0.44,0.32,0.76,0.04,0.09,0.13,1.01,0.58
Existing,Sample watershed,19,2003,652.3,4.29,273.81,511.18,20.57,120.55,1.46,10.52,7.16,17.69,1.05,1.93,2.98,111.82,0.53
Existing,Sample watershed,20,2003,652.3,4.29,279.29,509.61,20.98,121.71,0.01,0.1,0.07,0.17,0.01,0.02,0.03,1.04,0.58
Existing,Sample watershed,21,2003,652.3,4.29,279.29,515.69,19.54,117.07,4.28,29.19,20.27,49.45,2.74,5.57,8.31,297.61,0.57
Existing,Sample watershed,22,2003,652.3,4.29,276.55,509.2,21.39,121.71,2.82,19.78,14.15,33.93,1.87,3.74,5.61,220.84,0.53
Existing,Sample watershed,23,2003,652.3,4.29,284.77,521,21.19,110.12,0.35,2.6,1.72,4.32,0.25,0.46,0.71,27.12,0.58
Existing,Sample watershed,24,2003,652.3,4.29,268.34,511.8,19.95,120.55,0.11,0.74,0.55,1.29,0.07,0.14,0.21,8.22,0.54
Existing,Sample watershed,25,2003,652.3,4.29,284.77,517.31,21.39,113.6,1.19,8.3,5.7,14,0.79,1.68,2.47,89.03,0.55
Existing,Sample watershed,26,2003,652.3,4.29,258.75,502.79,18.14,131.37,0.61,4.71,3.27,7.97,0.43,0.93,1.35,45.01,0.58
Existing,Sample watershed,27,2003,652.3,4.29,239.04,505.91,18.88,127.51,1.08,8.36,5.41,13.78,0.82,1.49,2.3,73.76,0.54
Existing,Sample watershed,28,2003,652.3,4.29,253.82,507.39,18.7,126.22,3.47,24.12,16.42,40.54,2.33,4.65,6.98,239.99,0.53
Existing,Sample watershed,29,2003,652.3,4.29,251.36,498.93,18.14,135.23,3.14,23.42,15.93,39.35,2.15,4.29,6.45,228.24,0.54
Existing,Sample watershed,1,2004,531.21,3.87,231.1,396.88,17.03,117.3,2.17,14.36,9.77,24.13,1.52,2.91,4.43,138.86,0.57
Existing,Sample watershed,2,2004,531.21,3.87,226.66,400.37,15.86,114.98,0.31,2.07,1.44,3.51,0.2,0.4,0.6,21.68,0.57
Existing,Sample watershed,3,2004,531.21,3.87,244.44,411.28,18.54,101.39,0.58,4.03,2.83,6.87,0.41,0.79,1.2,47.91,0.58
Existing,Sample watershed,4,2004,531.21,3.87,249.37,413.58,19.3,98.34,2.17,15.38,11.14,26.52,1.59,3,4.59,195.95,0.55
Existing,Sample watershed,5,2004,531.21,3.87,239.5,412.44,19.48,99.3,3.24,23.63,15.77,39.4,2.24,4.21,6.45,241.46,0.55
Existing,Sample watershed,6,2004,531.21,3.87,256.78,412.5,18.36,100.34,0.76,5.36,3.69,9.05,0.51,1.03,1.54,58.73,0.57
Existing,Sample watershed,7,2004,531.21,3.87,256.78,409.3,19.48,102.43,1.06,7.13,5.21,12.34,0.68,1.46,2.14,75.88,0.57
Existing,Sample watershed,8,2004,531.21,3.87,254.31,402.73,18.73,109.75,0,0.03,0.02,0.06,0,0.01,0.01,0.34,0.53
Existing,Sample watershed,9,2004,531.21,3.87,249.37,406.6,17.99,106.61,1.83,13.9,9.09,22.99,1.36,2.68,4.04,147.65,0.57
Existing,Sample watershed,10,2004,531.21,3.87,226.66,402.19,17.53,111.49,0.14,1.01,0.68,1.69,0.09,0.19,0.28,8.8,0.57
Existing,Sample watershed,11,2004,531.21,3.87,219.99,395.4,16.19,119.62,2.83,20.07,12.72,32.79,1.88,3.98,5.86,188.18,0.58
Existing,Sample watershed,12,2004,531.21,3.87,231.1,392.57,16.69,121.94,2.8,20.66,13.12,33.78,1.9,3.76,5.66,186.34,0.55
Existing,Sample watershed,13,2004,531.21,3.87,213.33,396.88,17.03,117.3,0.63,4.45,3.15,7.6,0.43,0.92,1.35,45.63,0.58
Existing,Sample watershed,14,2004,531.21,3.87,233.33,396.38,17.53,117.3,6.99,49.12,33.13,82.24,4.51,9.68,14.2,471.7,0.52
Existing,Sample watershed,15,2004,531.21,3.87,222.22,396.88,17.03,117.3,1.38,9.53,6.49,16.02,0.98,1.99,2.97,95.13,0.56
Existing,Sample watershed,16,2004,531.21,3.87,224.44,395.22,17.53,118.46,0.23,1.64,1.03,2.67,0.15,0.3,0.45,14.81,0.58
Existing,Sample watershed,17,2004,531.21,3.87,55.55,80.99,4.26,445.97,0.3,2.22,1.49,3.71,0.21,0.42,0.63,4.74,0.54
Existing,Sample watershed,18,2004,531.21,3.87,52.78,76.63,3.96,450.61,0.06,0.4,0.26,0.66,0.04,0.07,0.11,0.95,0.55
Existing,Sample watershed,19,2004,531.21,3.87,251.84,410.11,17.62,103.48,1.26,9.87,6.46,16.33,0.91,1.78,2.68,100.85,0.54
Existing,Sample watershed,20,2004,531.21,3.87,254.31,404.26,19.29,107.66,0.01,0.09,0.06,0.16,0.01,0.02,0.03,0.94,0.58
Existing,Sample watershed,21,2004,531.21,3.87,251.84,407.21,19.48,104.52,3.9,27.12,17.55,44.67,2.65,5.07,7.72,265.98,0.57
Existing,Sample watershed,22,2004,531.21,3.87,254.31,412.69,18.18,100.34,2.59,18.39,11.77,30.16,1.78,3.51,5.29,182.17,0.53
Existing,Sample watershed,23,2004,531.21,3.87,256.78,406.72,18.92,105.57,0.31,2.26,1.49,3.75,0.21,0.44,0.64,23.05,0.57
Existing,Sample watershed,24,2004,531.21,3.87,254.31,404.63,18.92,107.66,0.1,0.69,0.5,1.19,0.07,0.13,0.2,7.56,0.54
Existing,Sample watershed,25,2004,531.21,3.87,239.5,403.28,18.18,109.75,1.07,7.63,4.94,12.57,0.76,1.5,2.26,77.18,0.56
Existing,Sample watershed,26,2004,531.21,3.87,231.1,400.37,17.03,113.81,0.61,4.37,2.92,7.29,0.4,0.82,1.22,39.81,0.58
Existing,Sample watershed,27,2004,531.21,3.87,215.55,401.36,17.19,112.65,1.05,7.47,4.88,12.35,0.74,1.43,2.17,67.29,0.54
Existing,Sample watershed,28,2004,531.21,3.87,233.33,395.55,17.19,118.46,2.98,21.31,14.35,35.66,2.17,4.24,6.4,195.77,0.53
Existing,Sample watershed,29,2004,531.21,3.87,226.66,404.19,16.69,110.33,2.95,19.88,13.67,33.55,2.04,3.75,5.79,192.24,0.57
Existing,Sample watershed,1,2005,483.18,5.15,145.97,394.9,11.99,76.29,1.4,10.44,7.1,17.54,0.99,1.91,2.9,152.23,0.56
Existing,Sample watershed,2,2005,483.18,5.15,158.13,389.11,11.42,82.64,0.22,1.48,1.07,2.54,0.15,0.28,0.43,21.5,0.56
Existing,Sample watershed,3,2005,483.18,5.15,163.87,402.25,12.94,67.99,0.39,2.84,1.94,4.78,0.27,0.54,0.81,49.5,0.54
Existing,Sample watershed,4,2005,483.18,5.15,174.01,401.3,13.2,68.68,1.49,10.98,7.24,18.22,1.07,2.09,3.16,200.36,0.6
Existing,Sample watershed,5,2005,483.18,5.15,177.39,396.24,12.56,74.38,2.02,14.63,10.27,24.9,1.5,3,4.5,254.37,0.55
Existing,Sample watershed,6,2005,483.18,5.15,172.32,396.36,12.44,74.38,0.52,3.9,2.62,6.52,0.38,0.72,1.1,63.7,0.56
Existing,Sample watershed,7,2005,483.18,5.15,165.56,402.16,13.07,67.94,0.73,5.03,3.39,8.42,0.51,0.99,1.5,79.86,0.56
Existing,Sample watershed,8,2005,483.18,5.15,167.25,401.75,12.06,69.37,0,0.02,0.02,0.04,0,0,0.01,0.38,0.54
Existing,Sample watershed,9,2005,483.18,5.15,174.01,396.19,13.33,73.66,1.23,8.95,6.53,15.49,0.92,1.76,2.68,157.08,0.58
Existing,Sample watershed,10,2005,483.18,5.15,144.45,393.54,11.76,77.88,0.09,0.69,0.43,1.12,0.06,0.13,0.2,9.55,0.54
Existing,Sample watershed,11,2005,483.18,5.15,144.45,394.45,11.65,77.08,1.9,13.6,8.89,22.48,1.34,2.54,3.88,192.22,0.53
Existing,Sample watershed,12,2005,483.18,5.15,152.05,389,11.54,82.64,1.77,13.46,8.8,22.26,1.25,2.52,3.77,188.38,0.58
Existing,Sample watershed,13,2005,483.18,5.15,155.09,395.02,11.08,77.08,0.47,3.33,2.2,5.53,0.3,0.59,0.9,45.75,0.57
Existing,Sample watershed,14,2005,483.18,5.15,153.57,388.2,11.54,83.44,4.47,32.29,22.23,54.53,3.36,6.54,9.9,501.02,0.53
Existing,Sample watershed,15,2005,483.18,5.15,150.53,395.01,11.88,76.29,0.9,6.53,4.39,10.92,0.66,1.22,1.87,102.27,0.53
Existing,Sample watershed,16,2005,483.18,5.15,149.01,388.54,11.99,82.64,0.15,1.11,0.77,1.89,0.11,0.22,0.33,16.23,0.53
Existing,Sample watershed,17,2005,483.18,5.15,39.15,175.12,2.91,305.15,0.19,1.46,1.01,2.47,0.15,0.27,0.42,5.63,0.54
Existing,Sample watershed,18,2005,483.18,5.15,38.77,168.79,2.88,311.51,0.04,0.27,0.19,0.46,0.03,0.05,0.08,1.03,0.54
Existing,Sample watershed,19,2005,483.18,5.15,162.19,396.32,13.2,73.66,0.94,6.75,4.16,10.91,0.6,1.21,1.82,106.22,0.58
Existing,Sample watershed,20,2005,483.18,5.15,174.01,396.03,12.06,75.1,0.01,0.06,0.04,0.1,0.01,0.01,0.02,1.01,0.55
Existing,Sample watershed,21,2005,483.18,5.15,167.25,399.35,12.31,71.52,2.57,19.29,11.89,31.18,1.74,3.58,5.32,300.58,0.58
Existing,Sample watershed,22,2005,483.18,5.15,165.56,398,12.94,72.23,1.79,13.08,8.06,21.13,1.22,2.33,3.55,209.8,0.56
Existing,Sample watershed,23,2005,483.18,5.15,160.5,395.65,12.44,75.1,0.21,1.62,1.07,2.69,0.15,0.28,0.43,26.01,0.53
Existing,Sample watershed,24,2005,483.18,5.15,174.01,397.75,13.2,72.23,0.06,0.48,0.34,0.82,0.05,0.09,0.14,7.88,0.58
Existing,Sample watershed,25,2005,483.18,5.15,160.5,398.13,12.82,72.23,0.71,5.22,3.41,8.64,0.48,0.99,1.47,87.92,0.55
Existing,Sample watershed,26,2005,483.18,5.15,152.05,395.02,11.08,77.08,0.4,2.88,1.94,4.81,0.27,0.52,0.79,42.34,0.56
Existing,Sample watershed,27,2005,483.18,5.15,149.01,391.73,11.19,80.26,0.71,5.21,3.41,8.62,0.47,0.99,1.45,71.54,0.57
Existing,Sample watershed,28,2005,483.18,5.15,152.05,391.5,11.42,80.26,2.21,15.79,10.54,26.33,1.41,2.99,4.39,219.13,0.56
Existing,Sample watershed,29,2005,483.18,5.15,147.49,391.5,11.42,80.26,1.96,13.88,10.02,23.9,1.34,2.6,3.94,196.17,0.57
Existing,Sample watershed,1,2006,706.7,5.36,224.34,581.38,15.89,109.43,1.95,15.25,9.49,24.75,1.32,2.66,3.98,185.18,0.54
Existing,Sample watershed,2,2006,706.7,5.36,202.97,584.89,15.73,106.08,0.29,2.07,1.48,3.55,0.21,0.41,0.62,25.41,0.56
Existing,Sample watershed,3,2006,706.7,5.36,225.52,588.47,18.74,99.49,0.56,3.84,2.66,6.51,0.39,0.77,1.16,57.32,0.6
Existing,Sample watershed,4,2006,706.7,5.36,246.89,584.76,17.48,104.47,2.2,15.42,10.71,26.13,1.53,3.12,4.66,223.17,0.57
Existing,Sample watershed,5,2006,706.7,5.36,244.51,586.36,17.83,102.51,2.93,22.07,15.31,37.38,1.97,4.13,6.1,280.11,0.53
Existing,Sample watershed,6,2006,706.7,5.36,239.77,591.39,17.83,97.48,0.75,5.15,3.76,8.91,0.52,1.06,1.59,71.63,0.58
Existing,Sample watershed,7,2006,706.7,5.36,227.9,590.92,17.3,98.49,0.94,6.93,4.57,11.5,0.66,1.36,2.03,98.19,0.56
Existing,Sample watershed,8,2006,706.7,5.36,230.27,588.91,17.3,100.5,0,0.03,0.02,0.05,0,0.01,0.01,0.43,0.53
Existing,Sample watershed,9,2006,706.7,5.36,235.02,592.57,17.65,96.48,1.76,12.45,8.48,20.93,1.3,2.58,3.88,173.15,0.53
Existing,Sample watershed,10,2006,706.7,5.36,211.52,580.9,16.37,109.43,0.13,0.93,0.63,1.56,0.09,0.18,0.28,10.95,0.54
Existing,Sample watershed,11,2006,706.7,5.36,211.52,577.23,16.69,112.78,2.54,19.49,12.74,32.23,1.92,3.76,5.68,234.06,0.54
Existing,Sample watershed,12,2006,706.7,5.36,224.34,579.15,15.89,111.66,2.56,18.54,13.26,31.79,1.86,3.57,5.44,238.59,0.53
Existing,Sample watershed,13,2006,706.7,5.36,220.06,582.97,16.53,107.2,0.65,4.59,2.88,7.47,0.42,0.82,1.24,53.52,0.57
Existing,Sample watershed,14,2006,706.7,5.36,222.2,574.84,15.73,116.13,6.14,46.83,30.26,77.08,4.58,9,13.58,616.21,0.58
Existing,Sample watershed,15,2006,706.7,5.36,207.24,577.87,16.05,112.78,1.39,9.28,6.51,15.79,0.88,1.82,2.7,120.63,0.57
Existing,Sample watershed,16,2006,706.7,5.36,222.2,575.48,16.21,115.01,0.2,1.53,1.02,2.56,0.14,0.28,0.42,17.68,0.58
Existing,Sample watershed,17,2006,706.7,5.36,52.34,247.27,3.85,455.58,0.3,2.17,1.45,3.62,0.21,0.39,0.6,6.02,0.53
Existing,Sample watershed,18,2006,706.7,5.36,51.81,242.56,4.09,460.05,0.06,0.4,0.25,0.65,0.04,0.07,0.11,1.13,0.53
Existing,Sample watershed,19,2006,706.7,5.36,237.39,589.49,18.72,98.49,1.22,9.03,5.96,15,0.84,1.67,2.51,123.01,0.53
Existing,Sample watershed,20,2006,706.7,5.36,246.89,587.48,18.72,100.5,0.01,0.08,0.06,0.14,0.01,0.02,0.02,1.11,0.54
Existing,Sample watershed,21,2006,706.7,5.36,235.02,591.86,18.37,96.48,3.68,26.08,17.05,43.13,2.37,4.93,7.3,361.85,0.57
Existing,Sample watershed,22,2006,706.7,5.36,235.02,584.24,16.94,105.52,2.32,18.38,11.32,29.7,1.66,3.51,5.17,231.26,0.56
Existing,Sample watershed,23,2006,706.7,5.36,227.9,584.82,18.37,103.51,0.29,2.15,1.43,3.58,0.2,0.42,0.63,29.54,0.57
Existing,Sample watershed,24,2006,706.7,5.36,225.52,583.7,17.48,105.52,0.09,0.68,0.45,1.13,0.07,0.12,0.19,9.4,0.54
Existing,Sample watershed,25,2006,706.7,5.36,235.02,588.19,18.01,100.5,1.05,7.41,4.94,12.35,0.67,1.41,2.08,92.12,0.53
Existing,Sample watershed,26,2006,706.7,5.36,224.34,578.35,15.57,112.78,0.53,4.04,2.67,6.71,0.38,0.76,1.14,48.06,0.53
Existing,Sample watershed,27,2006,706.7,5.36,224.34,575,15.57,116.13,1,7.25,4.89,12.14,0.67,1.33,2,85.41,0.56
Existing,Sample watershed,28,2006,706.7,5.36,222.2,579.62,16.53,110.55,2.95,21.34,13.66,35,2.14,3.99,6.14,266.57,0.58
Existing,Sample watershed,29,2006,706.7,5.36,211.52,579.31,15.73,111.66,2.86,20.1,13.14,33.25,1.92,3.99,5.91,229.55,0.53
Existing,Sample watershed,1,2007,722.95,4.71,253.95,578.03,18.7,126.22,2.27,16.25,11.75,28,1.68,3.23,4.91,169.59,0.53
Existing,Sample watershed,2,2007,722.95,4.71,241.51,572.08,18.14,132.73,0.34,2.56,1.58,4.14,0.22,0.47,0.69,24.7,0.55
Existing,Sample watershed,3,2007,722.95,4.71,282.17,585.51,20.33,117.11,0.64,4.79,3.21,8,0.45,0.85,1.3,54.5,0.54
Existing,Sample watershed,4,2007,722.95,4.71,284.94,589.86,21.83,111.25,2.51,18.91,12.59,31.5,1.74,3.29,5.03,228.07,0.54
Existing,Sample watershed,5,2007,722.95,4.71,282.17,588.7,21.82,112.43,3.35,26.47,16.31,42.78,2.49,4.62,7.11,272.21,0.57
Existing,Sample watershed,6,2007,722.95,4.71,265.57,588.57,20.78,113.6,0.86,6.25,4.21,10.47,0.59,1.18,1.77,73.12,0.54
Existing,Sample watershed,7,2007,722.95,4.71,268.34,583.68,20.99,118.28,1.15,7.99,5.66,13.65,0.84,1.62,2.46,93.6,0.58
Existing,Sample watershed,8,2007,722.95,4.71,284.94,580.58,20.57,121.79,0.01,0.04,0.02,0.06,0,0.01,0.01,0.41,0.58
Existing,Sample watershed,9,2007,722.95,4.71,262.81,580.37,20.78,121.79,2.13,15.42,10.7,26.12,1.42,2.86,4.27,178.61,0.54
Existing,Sample watershed,10,2007,722.95,4.71,256.44,577.09,19.64,126.22,0.15,1.05,0.75,1.8,0.1,0.22,0.32,10.53,0.57
Existing,Sample watershed,11,2007,722.95,4.71,246.49,567.81,18.52,136.63,3.08,22.26,14.4,36.66,2.17,4.25,6.42,223.07,0.58
Existing,Sample watershed,12,2007,722.95,4.71,248.98,575.61,18.52,128.82,3.11,22.71,14.56,37.26,2.09,4.38,6.46,234.27,0.53
Existing,Sample watershed,13,2007,722.95,4.71,248.98,578.78,17.96,126.22,0.73,5.03,3.57,8.6,0.53,1.04,1.57,51.49,0.57
Existing,Sample watershed,14,2007,722.95,4.71,251.46,571.71,18.52,132.73,7.69,56.28,38.97,95.25,5.42,10.59,16.01,569.96,0.52
Existing,Sample watershed,15,2007,722.95,4.71,258.93,578.77,19.26,124.92,1.45,11.03,7.36,18.39,1.02,2.12,3.15,107.16,0.52
Existing,Sample watershed,16,2007,722.95,4.71,253.95,572.08,18.14,132.73,0.25,1.84,1.2,3.04,0.16,0.35,0.51,17.36,0.56
Existing,Sample watershed,17,2007,722.95,4.71,64.73,192.72,4.54,525.7,0.34,2.53,1.7,4.24,0.22,0.48,0.7,5.98,0.53
Existing,Sample watershed,18,2007,722.95,4.71,62.87,192.67,4.58,525.7,0.06,0.46,0.29,0.75,0.04,0.08,0.13,1.09,0.56
Existing,Sample watershed,19,2007,722.95,4.71,268.34,581.41,19.74,121.79,1.53,10.31,7.09,17.41,0.99,2.13,3.12,113.6,0.57
Existing,Sample watershed,20,2007,722.95,4.71,271.11,580.24,19.74,122.97,0.01,0.1,0.07,0.18,0.01,0.02,0.03,1.15,0.55
Existing,Sample watershed,21,2007,722.95,4.71,262.81,579.54,21.61,121.79,4.04,28.58,19.46,48.05,2.94,5.97,8.91,331.61,0.57
Existing,Sample watershed,22,2007,722.95,4.71,276.64,590.5,21.2,111.25,2.93,20.6,13.74,34.34,1.89,3.81,5.71,231.66,0.54
Existing,Sample watershed,23,2007,722.95,4.71,273.87,588.02,20.16,114.77,0.36,2.63,1.79,4.42,0.23,0.5,0.73,27.02,0.53
Existing,Sample watershed,24,2007,722.95,4.71,284.94,590.16,20.37,112.43,0.1,0.8,0.53,1.33,0.08,0.16,0.24,9.14,0.54
Existing,Sample watershed,25,2007,722.95,4.71,273.87,582.92,20.57,119.45,1.21,8.3,5.59,13.89,0.79,1.55,2.34,91.4,0.55
Existing,Sample watershed,26,2007,722.95,4.71,258.93,578.77,19.26,124.92,0.68,4.85,3.05,7.9,0.46,0.86,1.32,47.19,0.53
Existing,Sample watershed,27,2007,722.95,4.71,258.93,570.03,18.89,134.03,1.13,8.53,5.47,14,0.77,1.66,2.43,88.05,0.56
Existing,Sample watershed,28,2007,722.95,4.71,256.44,573.75,19.08,130.12,3.37,24.12,15.92,40.04,2.43,4.84,7.27,251.67,0.58
Existing,Sample watershed,29,2007,722.95,4.71,244,570.77,19.45,132.73,3.27,22.5,15.79,38.29,2.18,4.65,6.82,227.74,0.54
Existing,Sample watershed,1,2008,507.82,6.5,125.33,430.25,9.42,68.15,1.24,8.95,5.57,14.52,0.86,1.59,2.45,177.81,0.54
Existing,Sample watershed,2,2008,507.82,6.5,122.8,429.96,9.7,68.15,0.17,1.28,0.8,2.08,0.12,0.23,0.34,23.9,0.55
Existing,Sample watershed,3,2008,507.82,6.5,133.63,434.95,10.34,62.53,0.33,2.4,1.61,4.01,0.22,0.45,0.66,57.78,0.55
Existing,Sample watershed,4,2008,507.82,6.5,139.26,439.21,10.24,58.36,1.29,9.62,6.48,16.1,0.92,1.71,2.63,222.98,0.57
Existing,Sample watershed,5,2008,507.82,6.5,137.85,438.78,10.67,58.36,1.83,12.44,8.98,21.42,1.28,2.37,3.65,288.36,0.57
Existing,Sample watershed,6,2008,507.82,6.5,142.07,439.38,10.67,57.76,0.44,3.02,2.23,5.25,0.31,0.62,0.93,64.69,0.56
Existing,Sample watershed,7,2008,507.82,6.5,137.85,440.15,11.1,56.57,0.56,4.32,2.74,7.05,0.42,0.83,1.25,93.36,0.56
Existing,Sample watershed,8,2008,507.82,6.5,147.7,439.87,10.78,57.17,0,0.02,0.01,0.03,0,0,0.01,0.42,0.55
Existing,Sample watershed,9,2008,507.82,6.5,136.45,439.66,10.99,57.17,1.04,7.61,5.02,12.63,0.73,1.44,2.17,176.33,0.57
Existing,Sample watershed,10,2008,507.82,6.5,131.66,429.11,9.89,68.81,0.08,0.58,0.36,0.94,0.05,0.11,0.16,10.73,0.55
Existing,Sample watershed,11,2008,507.82,6.5,127.87,431.86,9.13,66.83,1.49,11.55,7.47,19.02,1.07,2.07,3.15,218.13,0.54
Existing,Sample watershed,12,2008,507.82,6.5,130.4,434.88,9.42,63.52,1.47,11.32,7.33,18.65,1.08,2.1,3.18,229.09,0.56
Existing,Sample watershed,13,2008,507.82,6.5,120.27,433.65,9.99,64.18,0.37,2.8,1.71,4.51,0.25,0.53,0.78,51.38,0.57
Existing,Sample watershed,14,2008,507.82,6.5,121.54,432.33,9.99,65.5,3.8,29.13,20.46,49.59,2.85,5.45,8.3,534.83,0.53
Existing,Sample watershed,15,2008,507.82,6.5,122.8,428.83,9.51,69.47,0.8,5.6,3.84,9.44,0.54,1.11,1.65,112.51,0.51
Existing,Sample watershed,16,2008,507.82,6.5,120.27,432.52,9.8,65.5,0.12,0.92,0.6,1.52,0.09,0.18,0.26,17.51,0.56
Existing,Sample watershed,17,2008,507.82,6.5,30.38,235.36,2.5,269.95,0.18,1.26,0.84,2.1,0.12,0.22,0.34,5.9,0.53
Existing,Sample watershed,18,2008,507.82,6.5,31.65,248.67,2.43,256.72,0.03,0.23,0.16,0.39,0.02,0.04,0.06,1.11,0.54
Existing,Sample watershed,19,2008,507.82,6.5,140.67,436.23,10.25,61.34,0.74,5.35,3.64,9,0.51,0.98,1.49,121.61,0.58
Existing,Sample watershed,20,2008,507.82,6.5,137.85,437.17,11.1,59.55,0.01,0.05,0.04,0.09,0,0.01,0.02,1.1,0.57
Existing,Sample watershed,21,2008,507.82,6.5,140.67,438.4,10.46,58.95,2.07,14.99,10.82,25.82,1.46,2.95,4.41,330.89,0.54
Existing,Sample watershed,22,2008,507.82,6.5,147.7,436.72,10.36,60.74,1.51,10.79,6.78,17.56,1.02,2.04,3.06,233.26,0.54
Existing,Sample watershed,23,2008,507.82,6.5,146.29,436.12,10.36,61.34,0.18,1.27,0.88,2.16,0.12,0.24,0.36,28.09,0.57
Existing,Sample watershed,24,2008,507.82,6.5,142.07,437.91,10.36,59.55,0.06,0.39,0.26,0.65,0.04,0.08,0.12,8.94,0.54
Existing,Sample watershed,25,2008,507.82,6.5,135.04,435.04,10.25,62.53,0.63,4.35,2.78,7.13,0.4,0.8,1.2,92.17,0.53
Existing,Sample watershed,26,2008,507.82,6.5,125.33,431.95,9.7,66.17,0.32,2.27,1.55,3.82,0.23,0.44,0.67,46.14,0.56
Existing,Sample watershed,27,2008,507.82,6.5,121.54,434.31,9.99,63.52,0.59,4,2.75,6.76,0.4,0.78,1.18,80.36,0.53
Existing,Sample watershed,28,2008,507.82,6.5,125.33,435.35,9.61,62.86,1.77,12.52,8.69,21.21,1.2,2.53,3.73,248.56,0.53
Existing,Sample watershed,29,2008,507.82,6.5,132.93,429.77,9.89,68.15,1.65,11.32,7.63,18.95,1.14,2.16,3.3,229.59,0.55
Existing,Sample watershed,1,2009,556.75,6.3,141.88,471.52,10.33,74.9,1.35,10.03,6.69,16.72,0.97,1.86,2.83,180.06,0.54
Existing,Sample watershed,2,2009,556.75,6.3,139.01,472.9,11.2,72.65,0.2,1.42,1,2.42,0.14,0.26,0.4,24.47,0.58
Existing,Sample watershed,3,2009,556.75,6.3,156.05,477.09,12.94,66.72,0.36,2.74,1.77,4.51,0.26,0.48,0.74,56.83,0.59
Existing,Sample watershed,4,2009,556.75,6.3,164.01,479.28,12.08,65.39,1.37,10.77,7.26,18.02,0.98,1.91,2.89,225.7,0.6
Existing,Sample watershed,5,2009,556.75,6.3,154.45,475.43,12.56,68.76,2.11,15.24,9.48,24.72,1.33,2.85,4.19,269.78,0.55
Existing,Sample watershed,6,2009,556.75,6.3,156.05,475.72,11.6,69.43,0.51,3.49,2.31,5.8,0.32,0.71,1.04,66.26,0.53
Existing,Sample watershed,7,2009,556.75,6.3,167.19,476.51,11.48,68.76,0.65,4.93,3.26,8.19,0.45,0.89,1.34,87.22,0.56
Existing,Sample watershed,8,2009,556.75,6.3,160.82,479.48,12.56,64.71,0,0.02,0.01,0.04,0,0,0.01,0.43,0.53
Existing,Sample watershed,9,2009,556.75,6.3,160.82,475.96,11.36,69.43,1.19,8.61,6.1,14.71,0.85,1.74,2.59,161.71,0.54
Existing,Sample watershed,10,2009,556.75,6.3,143.31,474.19,10.66,71.9,0.08,0.66,0.45,1.11,0.06,0.12,0.18,10.98,0.56
Existing,Sample watershed,11,2009,556.75,6.3,141.88,470.12,10.98,75.65,1.81,13.33,8.37,21.7,1.18,2.45,3.62,221,0.57
Existing,Sample watershed,12,2009,556.75,6.3,139.01,468.95,10.66,77.14,1.72,12.56,8.72,21.28,1.19,2.49,3.68,227.6,0.56
Existing,Sample watershed,13,2009,556.75,6.3,149.04,474.3,10.55,71.9,0.4,2.93,2.03,4.96,0.28,0.6,0.89,52.06,0.56
Existing,Sample watershed,14,2009,556.75,6.3,149.04,470.87,10.98,74.9,4.57,32.41,22.19,54.6,2.91,5.81,8.72,587.28,0.54
Existing,Sample watershed,15,2009,556.75,6.3,143.31,467.98,10.87,77.89,0.83,6.35,3.98,10.33,0.58,1.25,1.82,113.96,0.54
Existing,Sample watershed,16,2009,556.75,6.3,144.74,473.87,10.98,71.9,0.14,0.99,0.69,1.68,0.1,0.19,0.29,17.21,0.53
Existing,Sample watershed,17,2009,556.75,6.3,34.75,248.42,2.75,305.58,0.18,1.33,0.93,2.26,0.13,0.27,0.4,5.86,0.54
Existing,Sample watershed,18,2009,556.75,6.3,35.11,266.51,2.64,287.61,0.04,0.25,0.18,0.43,0.03,0.05,0.08,1.16,0.54
Existing,Sample watershed,19,2009,556.75,6.3,157.64,479.48,12.56,64.71,0.81,6.43,4.33,10.76,0.62,1.12,1.74,116.12,0.58
Existing,Sample watershed,20,2009,556.75,6.3,151.27,477.98,11.36,67.41,0.01,0.06,0.04,0.1,0.01,0.01,0.02,1.15,0.53
Existing,Sample watershed,21,2009,556.75,6.3,151.27,479.6,12.44,64.71,2.35,16.8,11.09,27.88,1.61,3.44,5.05,318.62,0.57
Existing,Sample watershed,22,2009,556.75,6.3,164.01,478.65,11.36,66.73,1.61,11.86,7.83,19.69,1.12,2.26,3.39,224.97,0.57
